FULL NAME,BORN,AGE,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,SUPER RUGBY TEAM,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK CAPTAINCY,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER
Arthur Knight,"Friday, 26 January 1906 in Auckland, New Zealand","Thursday, 26 April 1990 in Auckland","1.88m, 95kg",Loose Forward,Ellerslie School,Grammar,Auckland,Bubs,"Wednesday, 30 June 1926v Wellington at Wellingtonaged 20 years, 155 days","Saturday, 11 August 1934v Australia at Sydneyaged 28 years, 197 days","Saturday, 11 August 1934v Australia at Sydneyaged 28 years, 197 days",1 1,13 13,14 14,Jersey Number 5 : 1,"3pts (1t, 0c, 0p, 0dg, 0m)","9pts (3t, 0c, 0p, 0dg, 0m)","12pts (4t, 0c, 0p, 0dg, 0m)",324,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Gary Albert Knight,"Sunday, 26 August 1951 in Wellington, New Zealand",67,"1.87m, 107kg",Prop,Mana College,Palmerston North HSOB,Manawatu,Axle,"Wednesday, 26 October 1977v French Selection at Briveaged 26 years, 61 days","Friday, 11 November 1977v France at Toulouseaged 26 years, 77 days","Saturday, 6 September 1986v Australia at Aucklandaged 35 years, 11 days",36 36,30 (1 as a substitute) 30,66 (1 as a substitute) 66,Jersey Number 1 : 4 Jersey Number 3 : 32,"4pts (1t, 0c, 0p, 0dg, 0m)","8pts (2t, 0c, 0p, 0dg, 0m)","12pts (3t, 0c, 0p, 0dg, 0m)",782,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
Lawrence Alfred George Knight,"Tuesday, 16 July 1901 in Auckland, New Zealand","Monday, 24 December 1973 in Auckland","1.88m, 86kg",Loose Forward,Auckland Grammar,Grammar,Auckland,"Wednesday, 3 June 1925v Wellington at Wellingtonaged 23 years, 322 days",0 0,5 5,5 5,,"6pts (2t, 0c, 0p, 0dg, 0m)","6pts (2t, 0c, 0p, 0dg, 0m)",309,,,,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCES,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Lawrence Gibb Knight,"Saturday, 24 September 1949 in Auckland, New Zealand",69,"1.91m, 101kg",Lock and loose forward,Auckland Grammar,Grammar,"Auckland, Poverty Bay",Spoock,"Wednesday, 1 May 1974v South Australia at Adelaideaged 24 years, 219 days","Saturday, 18 June 1977v British & Irish Lions at Wellingtonaged 27 years, 267 days","Saturday, 19 November 1977v France at Parisaged 28 years, 56 days",6 6,29 (2 as a substitute) 29,35 (2 as a substitute) 35,Jersey Number 7 : 2 Jersey Number 8 : 4,"4pts (1t, 0c, 0p, 0dg, 0m)","48pts (12t, 0c, 0p, 0dg, 0m)","52pts (13t, 0c, 0p, 0dg, 0m)",730,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
Michael Orton Knight,"Sunday, 20 May 1945 in Auckland, New Zealand",73,"1.80m, 84kg",Wing three-quarter,Hawera Technical College,Manurewa,Counties,"Tuesday, 21 May 1968v Sydney at Sydneyaged 23 years, 1 days",0 0,8 8,8 8,,"18pts (6t, 0c, 0p, 0dg, 0m)","18pts (6t, 0c, 0p, 0dg, 0m)",669,,,,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Tohoa Tauroa Koteka,"Sunday, 30 September 1956 in Tokoroa, New Zealand",62,"1.83m, 108kg",Prop,Tokoroa High,Tokoroa Pirates,Waikato,Bam Bam,"Wednesday, 28 October 1981v Alsace-Lorraine Selection at Strasbourgaged 25 years, 28 days","Saturday, 21 November 1981v France at Parisaged 25 years, 52 days","Saturday, 11 September 1982v Australia at Aucklandaged 25 years, 346 days",2 2,4 4,6 6,Jersey Number 1 : 2,0pts,"4pts (1t, 0c, 0p, 0dg, 0m)","4pts (1t, 0c, 0p, 0dg, 0m)",831,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Anthony John Kreft,"Tuesday, 27 March 1945 in Milton, New Zealand",73,"1.86m, 98kg",Prop,Ranfurly District High,Ranfurly,Otago,"Wednesday, 5 June 1968v A.C.T. at Canberraaged 23 years, 70 days","Saturday, 22 June 1968v Australia at Brisbaneaged 23 years, 87 days","Saturday, 22 June 1968v Australia at Brisbaneaged 23 years, 87 days",1 1,3 3,4 4,Jersey Number 3 : 1,0pts,"6pts (2t, 0c, 0p, 0dg, 0m)","6pts (2t, 0c, 0p, 0dg, 0m)",675,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Joshua Adrian Kronfeld,"Sunday, 20 June 1971 in Hastings, New Zealand",47,"1.85m, 94kg",Flanker,Hastings Boys' High,Alhambra-Union,Otago,"Saturday, 22 April 1995v Canada at Aucklandaged 23 years, 306 days","Saturday, 22 April 1995v Canada at Aucklandaged 23 years, 306 days","Saturday, 19 August 2000v South Africa at Johannesburgaged 29 years, 60 days",54 (4 as a substitute) 54,2 2,56 (4 as a substitute) 56,Jersey Number 7 : 50 Jersey Number 16 : 1 Jersey Number 19 : 3,"70pts (14t, 0c, 0p, 0dg, 0m)","10pts (2t, 0c, 0p, 0dg, 0m)","80pts (16t, 0c, 0p, 0dg, 0m)",943,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
Robert Kururangi,"Thursday, 4 July 1957 in Gisborne, New Zealand",61,"1.78m, 83kg",Wing three-quarter,Gisborne Boys' High,Ardmore,Counties,"Wednesday, 18 October 1978v Cambridge University at Cambridgeaged 21 years, 106 days",0 0,8 8,8 8,,"16pts (4t, 0c, 0p, 0dg, 0m)","16pts (4t, 0c, 0p, 0dg, 0m)",786,,,,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCES,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK CAPTAINCY,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Christopher Robert Laidlaw,"Tuesday, 16 November 1943 in Dunedin, New Zealand",75,"1.75m, 78kg",Halfback,King's High,Otago University,"Otago, Canterbury","Saturday, 26 October 1963v Southern Counties at Hoveaged 19 years, 344 days","Saturday, 8 February 1964v France at Parisaged 20 years, 84 days","Saturday, 29 August 1970v South Africa at Port Elizabethaged 26 years, 286 days",20 20,37 37,57 57,Jersey Number 9 : 20,3 as Captain,"12pts (3t, 0c, 0p, 1dg, 0m)","36pts (8t, 0c, 0p, 4dg, 0m)","48pts (11t, 0c, 0p, 5dg, 0m)",641,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Kevin Francis Laidlaw,"Thursday, 9 August 1934 in Nightcaps, New Zealand",84,"1.78m, 77kg",Centre three-quarter,St Kevin's College,Nightcaps,Southland,"Saturday, 14 May 1960v Queensland at Sydneyaged 25 years, 279 days","Saturday, 23 July 1960v South Africa at Cape Townaged 25 years, 349 days","Saturday, 27 August 1960v South Africa at Port Elizabethaged 26 years, 18 days",3 3,14 14,17 17,Jersey Number 12 : 1 Jersey Number 13 : 2,0pts,"21pts (7t, 0c, 0p, 0dg, 0m)","21pts (7t, 0c, 0p, 0dg, 0m)",611,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
Patrick Richard Lam,"Sunday, 29 September 1968 in Auckland, New Zealand",50,"1.88m, 95kg",Loose Forward,St Peter's College (Auckland),Auckland Marist,Auckland,"Wednesday, 22 July 1992v Sydney at Sydneyaged 23 years, 297 days",0 0,1 1,1 1,,0pts,0pts,928,,,,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Kent King Lambert,"Sunday, 23 March 1952 in Wairoa, New Zealand",66,"1.80m, 102kg",Prop,Te Aute College,Massey University,Manawatu,"Saturday, 21 October 1972v New York Metropolitan at New Yorkaged 20 years, 212 days","Saturday, 16 December 1972v Scotland at Edinburghaged 20 years, 268 days","Saturday, 13 August 1977v British & Irish Lions at Aucklandaged 25 years, 143 days",11 (1 as a substitute) 11,29 29,40 (1 as a substitute) 40,Jersey Number 1 : 1 Jersey Number 3 : 9 Jersey Number 16 : 1,0pts,"6pts (1t, 1c, 0p, 0dg, 0m)","6pts (1t, 1c, 0p, 0dg, 0m)",718,,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
James Taylor Lambie,"Saturday, 9 April 1870 in Christchurch, New Zealand","Saturday, 15 April 1905 in Manaia",85kg,Forward,Unknown,Waimate,Taranaki,"Wednesday, 21 June 1893v Combined XV at Wellingtonaged 23 years, 73 days",0 0,12 12,12 12,,"12pts (4t, 0c, 0p, 0dg, 0m)","12pts (4t, 0c, 0p, 0dg, 0m)",27,,,,,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Arthur Lambourn,"Saturday, 1 January 1910 in Maryborough, Australia","Friday, 24 September 1999 in Lower Hutt","1.78m, 83kg",Hooker and Prop,Petone High,Petone,Wellington,"Wednesday, 1 August 1934v Western Districts at Orangeaged 24 years, 212 days","Saturday, 11 August 1934v Australia at Sydneyaged 24 years, 222 days","Saturday, 13 August 1938v Australia at Sydneyaged 28 years, 224 days",10 10,30 30,40 40,Jersey Number 1 : 1 Jersey Number 2 : 4 Jersey Number 3 : 5,0pts,"9pts (3t, 0c, 0p, 0dg, 0m)","9pts (3t, 0c, 0p, 0dg, 0m)",401,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Blair Peter Larsen,"Monday, 20 January 1969 in Takapuna, New Zealand",50,"1.98m, 107kg",Lock and Flanker,Rosmini College,Takapuna,North Harbour,Lammy,"Wednesday, 22 April 1992v World XV at Wellingtonaged 23 years, 93 days","Wednesday, 22 April 1992v World XV at Wellingtonaged 23 years, 93 days","Saturday, 24 August 1996v South Africa at Pretoriaaged 27 years, 217 days",17 (4 as a substitute) 17,23 (2 as a substitute) 23,40 (6 as a substitute) 40,Jersey Number 4 : 1 Jersey Number 5 : 5 Jersey Number 6 : 7 Jersey Number 16 : 2 Jersey Number 18 : 2,"4pts (1t, 0c, 0p, 0dg, 0m)","10pts (2t, 0c, 0p, 0dg, 0m)","14pts (3t, 0c, 0p, 0dg, 0m)",921,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,SUPER RUGBY TEAM,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,
Tanerau Dylan Latimer,"Tuesday, 6 May 1986 in Te Puke, New Zealand",32,"1.86m, 101kg",Flanker,Tauranga Boys' College,Rangiruru,Bay of Plenty,Chiefs,Lats,"Saturday, 13 June 2009v France at Dunedinaged 23 years, 38 days","Saturday, 13 June 2009v France at Dunedinaged 23 years, 38 days","Saturday, 28 November 2009v France at Marseillesaged 23 years, 206 days",5 (2 as a substitute) 5,1 (1 as a substitute) 1,6 (3 as a substitute) 6,Jersey Number 7 : 3 Jersey Number 19 : 2,0pts,0pts,0pts,1089,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,SUPER RUGBY TEAM,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,
Sione Tu'itupu Heimoana Lauaki,"Monday, 22 June 1981 in Ha'apai, Tonga","Sunday, 12 February 2017 in Auckland","1.94m, 115kg",Loose Forward,Kelston Boys' High,Waitemata,Waikato,Chiefs,Wax,"Friday, 10 June 2005v Fiji at Albanyaged 23 years, 353 days","Friday, 10 June 2005v Fiji at Albanyaged 23 years, 353 days","Wednesday, 3 September 2008v Samoa at New Plymouthaged 27 years, 73 days",17 (11 as a substitute) 17,0 0,17 (11 as a substitute) 17,Jersey Number 6 : 2 Jersey Number 8 : 4 Jersey Number 18 : 2 Jersey Number 19 : 9,"15pts (3t, 0c, 0p, 0dg, 0m)",0pts,"15pts (3t, 0c, 0p, 0dg, 0m)",1055,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,SUPER RUGBY TEAM,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Casey Daniel Eti Laulala,"Monday, 3 May 1982 in Moto'otua, Samoa",36,"1.86m, 100kg",Centre,Wesley College,Marist Albion,Canterbury,Crusaders,"Saturday, 20 November 2004v Wales at Cardiffaged 22 years, 201 days","Saturday, 20 November 2004v Wales at Cardiffaged 22 years, 201 days","Saturday, 17 June 2006v Ireland at Aucklandaged 24 years, 45 days",2 2,1 1,3 3,Jersey Number 13 : 2,0pts,"5pts (1t, 0c, 0p, 0dg, 0m)","5pts (1t, 0c, 0p, 0dg, 0m)",1048,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,SUPER RUGBY TEAM,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Nepo Eti Laulala,"Wednesday, 6 November 1991 in Moto'otua, Samoa",27,"1.84m, 116kg",Prop,Wesley College,Sydenham,Canterbury,Crusaders,"Wednesday, 8 July 2015v Samoa at Apiaaged 23 years, 244 days","Wednesday, 8 July 2015v Samoa at Apiaaged 23 years, 244 days","Saturday, 24 November 2018v Italy at Romeaged 27 years, 18 days",17 (7 as a substitute) 17,0 0,17 (7 as a substitute) 17,Jersey Number 3 : 10 Jersey Number 18 : 7,0pts,0pts,0pts,1139,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,SUPER RUGBY TEAM,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Koinonia Halafungani Laumape,"Thursday, 22 April 1993 in Palmerston North, New Zealand",25,"1.71m, 103kg",Second five-eighth,Palmerston North Boys' High,Kia Toa,Manawatu,Hurricanes,"Saturday, 1 July 2017v British & Irish Lions at Wellingtonaged 24 years, 70 days","Saturday, 1 July 2017v British & Irish Lions at Wellingtonaged 24 years, 70 days","Saturday, 24 November 2018v Italy at Romeaged 25 years, 216 days",10 (5 as a substitute) 10,2 2,12 (5 as a substitute) 12,Jersey Number 12 : 5 Jersey Number 22 : 1 Jersey Number 23 : 4,"30pts (6t, 0c, 0p, 0dg, 0m)","10pts (2t, 0c, 0p, 0dg, 0m)","40pts (8t, 0c, 0p, 0dg, 0m)",1160,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
Arthur Douglas Law,"Sunday, 8 May 1904 in Palmerston North, New Zealand","Monday, 4 September 1961 in Dannevirke","1.80m, 81kg",Wing three-quarter,Palmerston North Boys' High,Palmerston North HSOB,Manawatu,"Wednesday, 17 June 1925v N.S.W. 2nd XV at Sydneyaged 21 years, 40 days",0 0,4 4,4 4,,"3pts (1t, 0c, 0p, 0dg, 0m)","3pts (1t, 0c, 0p, 0dg, 0m)",319,,,,,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
Gordon Pirie Lawson,"Friday, 15 September 1899 in Timaru, New Zealand","Friday, 13 September 1985 in Timaru","1.75m, 73kg",First five-eighth,Timaru Boys' High,Timaru HSOB,South Canterbury,"Wednesday, 17 June 1925v N.S.W. 2nd XV at Sydneyaged 25 years, 275 days",0 0,2 2,2 2,,0pts,0pts,320,,,,,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Jules Mathew Le Lievre,"Thursday, 17 August 1933 in Akaroa, New Zealand","Sunday, 17 January 2016 in Christchurch","1.80m, 94kg",Prop,St Bede's College,Culverden,Canterbury,"Wednesday, 16 May 1962v Central-Western Districts at Bathurstaged 28 years, 272 days","Saturday, 8 September 1962v Australia at Dunedinaged 29 years, 22 days","Saturday, 8 September 1962v Australia at Dunedinaged 29 years, 22 days",1 1,24 24,25 25,Jersey Number 3 : 1,0pts,"8pts (2t, 1c, 0p, 0dg, 0m)","8pts (2t, 1c, 0p, 0dg, 0m)",626,,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
John Gage Lecky,"Wednesday, 4 November 1863 in Auckland, New Zealand","Friday, 6 April 1917 in Auckland",76kg,Forward,Unknown,Grafton,Auckland,"Thursday, 22 May 1884v Wellington XV at Wellingtonaged 20 years, 200 days",0 0,7 7,7 7,,"8pts (4t, 0c, 0p, 0dg, 0m)","8pts (4t, 0c, 0p, 0dg, 0m)",6,,,,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Daniel David Lee,"Monday, 1 March 1976 in Hastings, New Zealand",42,"1.75m, 80kg",Halfback,Hastings Boys' High,Dunedin Pirates,Otago,"Saturday, 9 November 2002v England at Londonaged 26 years, 253 days","Saturday, 9 November 2002v England at Londonaged 26 years, 253 days","Saturday, 16 November 2002v France at Parisaged 26 years, 260 days",2 (1 as a substitute) 2,0 0,2 (1 as a substitute) 2,Jersey Number 9 : 1 Jersey Number 20 : 1,"5pts (1t, 0c, 0p, 0dg, 0m)",0pts,"5pts (1t, 0c, 0p, 0dg, 0m)",1023,,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
John Leeson,"Monday, 15 November 1909 in Morrinsville, New Zealand","Friday, 11 March 1960 in Morrinsville","1.75m, 82kg",Prop,Morrinsville District High,Kereone,Waikato,"Monday, 6 August 1934v N.S.W. at Sydneyaged 24 years, 264 days",0 0,5 (1 as a substitute) 5,5 (1 as a substitute) 5,,0pts,0pts,405,,,,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Robert Noel Lendrum,"Monday, 22 March 1948 in Waiuku, New Zealand",70,"1.80m, 81kg",Fullback,Papakura High,Papakura,Counties-Manukau,"Saturday, 4 August 1973v NZRFU Presidents XV at Wellingtonaged 25 years, 135 days","Saturday, 15 September 1973v England at Aucklandaged 25 years, 177 days","Saturday, 15 September 1973v England at Aucklandaged 25 years, 177 days",1 1,2 2,3 3,Jersey Number 15 : 1,"2pts (0t, 1c, 0p, 0dg, 0m)","30pts (1t, 4c, 5p, 1dg, 0m)","32pts (1t, 5c, 5p, 1dg, 0m)",725,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,SUPER RUGBY TEAM,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,
Brendon Grant Leonard,"Tuesday, 16 April 1985 in Morrinsville, New Zealand",33,"1.83m, 91kg",Halfback,Matamata College,Morrinsville Rugby and Sports,Waikato,Chiefs,Harry,"Saturday, 2 June 2007v France at Aucklandaged 22 years, 47 days","Saturday, 2 June 2007v France at Aucklandaged 22 years, 47 days","Saturday, 7 November 2009v Wales at Cardiffaged 24 years, 205 days",13 (9 as a substitute) 13,1 1,14 (9 as a substitute) 14,Jersey Number 9 : 4 Jersey Number 20 : 9,"10pts (2t, 0c, 0p, 0dg, 0m)",0pts,"10pts (2t, 0c, 0p, 0dg, 0m)",1069,,
